"IEA# (click for add'l info)","Inclusion","Signature Year","Signature Date","Date IEA entered into force","Treaty Name","Treaty Text","Members","Agreement Type (level 2)","Lineage","Sequence in lineage","Data","Articles, etc.","Secretariat","UNEP Info"
"4713","MEA","2006","2006-05-18","2008-01-01","Amendments To The International Convention On Standards Of Training, Certification And Watchkeeping For Seafarers - International Ship and Port Facility Security Amendments","Treaty Text**","Members","Amendment","Watchkeeping","100.090","Data","Lit","International Maritime Organization (IMO)",""
"4714","MEA","2006","2006-05-18","2008-01-01","Amendments To The International Convention On Standards Of Training, Certification And Watchkeeping For Seafarers - STCW Code","Treaty Text**","Members","Amendment","Watchkeeping","100.100","Data","Lit","International Maritime Organization (IMO)",""
"4591","BEA","2006","2006-05-25","2009-03-22","Amendments to the Annex to the Agreement Between The Government Of Japan And The Government Of Australia For The Protection Of Migratory Birds And Birds In Danger Of Extinction And Their Environment","Treaty Text**","Members","Amendment","Japan-Australia Migratory Birds","100.010","Data","Lit","Secretariat not yet identified",""
"7170","BEA","2006","2006-06-01","2006-12-05","Agreement between the Government of the Federal Republic of Germany and the Council of Ministers of the Republic of Albania concerning financial cooperation in 2004 (Energy Programme)","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7171","BEA","2006","2006-06-13","2006-06-13","Cooperative Agreement between the Peace Corps of the United States of America and the Ministry of Environment and Natural Resources of the United Mexican States","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7172","BEA","2006","2006-06-16","2006-06-16","Agreement between the Government of Canada and the Government of the United States of America to amend Annex IV of the Treaty between between the Government of Canada and the Government of the United States of America concerning Pacific salmon, done at Ottawa on 28 January 1985, as amended","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"4259","MEA","2006","2006-06-20","2006-10-04","Amendments To The Schedule To The International Convention For The Regulation Of Whaling, Fifty-Eighth Meeting","Treaty Text**","Members","Amendment","International Whaling","300.610","Data","Lit","International Whaling Commission",""
"4686","MEA","2006","2006-06-21","2006-06-21","Amendments To The Agreement On The International Dolphin Conservation Program, (amending Annex IV (I), adopted at Meeting #15)","Treaty Text**","Members","Amendment","International Dolphin Conservation","200.130","Data","Lit","Inter-American Tropical Tuna Commission",""
"4451","MEN","2006","2006-06-22","2006-06-22","Memorandum of Understanding to facilitate the Establishment of the Limpopo/Shashe Transfrontier Conservation Area","Treaty Text**","Members","Memorandum of Understanding","Limpopo","100.000","Data","Lit","No known secretariat",""
"7175","BEA","2006","2006-06-29","2006-06-29","Basic Agreement between the Argentine Republic and the Republic of Bolivia for the sale of natural gas and the realization of energy integration projects","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7177","BEA","2006","2006-07-06","2006-07-06","Arrangement between the Government of the Federal Republic of Germany and the Government of the Republic of Bolivia concerning financial cooperation (Project: 'Environmental Programme Potosi')","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4415","MEA","2006","2006-07-07","2012-06-21","Southern Indian Ocean Fisheries Agreement","Treaty Text**","Members","Agreement","Southern Indian Ocean Fisheries","100.000","Data","Lit","South Indian Ocean Fisheries Agreement",""
"8005","BEA","2006","2006-07-18","2009-10-19","Agreement between the government of the Russian Federation and the government of the Republic of Peru on cooperation in the field of peaceful use of the atomic energy","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4475","BEA","2006","2006-07-24","","Environmental Cooperation Agreement Between the United States and Peru","","Members","Agreement","Not Yet Assigned","100.000","","","No known secretariat",""
"4976","MEA","2006","2006-07-27","2006-08-26","Agreement Establishing a Secretariat for Environmental Matters Under the Dominican Republic - Central America - United States Free Trade Agreement","Treaty Text**","Members","Agreement","CAFTA-DR Environmental Cooperation","300.000","Data","Lit","CAFTA-DR Environmental Cooperation",""
"4489","MEA","2006","2006-08-11","2599-01-01","Amendments To The Convention On Future Multilateral Cooperation In Northeast Atlantic Fisheries (Amendments to Preamble, Article 1, 2 and 4)","Treaty Text**","Members","Amendment","Northeast Atlantic Fisheries","400.020","Data","Lit","Northeast Atlantic Fisheries Commission",""
"4534","MEA","2006","2006-08-29","2999-01-01","Interim Agreement on the Establishment of the Benguela Current Commission","Treaty Text**","Members","Agreement","Benguela Current Commission","100.000","Data","Lit","Benguela Current Commission",""
"5012","MEN","2006","2006-08-30","2007-09-14","Amendments to the Instrument For The Establishment Of The Restructured Global Environment Facility","Treaty Text**","Members","Statute-nonbinding","Global Environment Facility","100.000","Data","Lit","Global Environment Facility",""
"7533","BEA","2006","2006-08-30","","Cooperation Agreement on environment protection between Syria and Venezuela","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7953","BEA","2006","2006-09-07","","Agreement between the Government of the Russian Federation and the Government of the Kingdom of Morocco on cooperation in the sphere of plant quarantine","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"5058","MEA","2006","2006-09-08","2009-03-21","Treaty on a Nuclear-Weapon-Free Zone in Central Asia","Treaty Text**","Members","Agreement","Central Asia Nuclear Weapon Free Zone","100.000","Data","Lit","No secretariat established",""
"8504","MEA","2006","2006-09-10","2599-01-01","Protocol on Hazardous and Noxious Substances Pollution, Preparedness, Response and Cooperation in the Pacific Region to the Convention for the Protection of the Natural Resources and Environment of the South Pacific Region","Treaty Text**","Members","Protocol","South Pacific Natural Environment","103.000","Data","Lit","South Pacific Regional Environment Program",""
"8505","MEA","2006","2006-09-10","2599-01-01","Protocol on Oil Pollution Preparedness, Response and Cooperation in the Pacific Region to the Convention for the Protection of the Natural Resources and Environment of the South Pacific Region","Treaty Text**","Members","Protocol","South Pacific Natural Environment","104.000","Data","Lit","South Pacific Regional Environment Program",""
"8907","MEA","2006","2006-09-10","2599-01-01","Amendment to the Protocol  for the Prevention of Pollution of the South Pacific Region by Dumping to the Convention for the Protection of the Natural Resources and Environment of the South Pacific Region","Treaty Text**","Members","Amendment","South Pacific Natural Environment","101.010","Data","Lit","South Pacific Regional Environment Program",""
"7954","BEA","2006","2006-09-11","","Cooperation Agreement between the Government of the Republic of Paraguay and the Government of the Federative Republic of Brazil for Sustainable Development and Integrated Management of the Apa River Basin","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7179","BEA","2006","2006-09-13","2007-03-29","Agreement between the Government of the Hellenic Republic and the Council of Ministers of the Republic of Albania on cooperation in the field of energy","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4387","MEN","2006","2006-09-15","2006-09-15","Memorandum of Understanding for the Conservation of Cetaceans and their Habitats in the Pacific Islands Region","Treaty Text**","Members","Memorandum of Understanding","Conservation Migratory Species","111.000","Data","Lit","UNEP CMS Secretariat",""
"8004","BEA","2006","2006-09-28","2006-10-01","Agreement In The Form Of Exchange Of Notes Between The Government Of Russian Federation And The Federal Republic Of Germany The Use Of Funds Of The European Union And Free Up Funds From The Budget Of Federal Republic Of Germany At No Charge To Funding The Project In Improving The Physical Protection Of Nuclear Facilities And Nuclear Material To Object Federal Agency For Atomic Energy","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
